,clean_tweets,label
16158,  im not lickin that mini fro bitch,0
16159,  its the most annoying shit in the world when a bitch sta talkin bout something then say nevermind,0
16160,  joe changed her life and went back to his old bitch   ha she got them bitches worked o,0
16161,  killlees hoes when i feel like it,0
16162,  trash liars   these law students are terrible liars ,0
16163,   group slaughters children in nigerian school children burned alive shot  slit throats tried  http,0
16164,  jihadiinchief hussein urges restraint in fighting islamic butchers we should be nice to isiswe might hu,0
16165,  bitch dont do this   ,0
16166,  bitch you a hoe check yo dms  can i get a new follower  ,0
16167,  i wish i had a flying nimbus so when i picked up hoes i could tell if they pure heaed bitch a hoe she gon drop into ,0
16168,  bitch where you see a katy or perry in that pic  katy perry is so fit  cycltbkpno,0
16169,  its all fun and games until i have to slap a bitch,0
16170,   man bitch you then fucked up ill burn yall house down again hoe  thats why bumble bee your real grandma hoe,0
16171,  man fuck flappy bird ,0
16172,  baddest bitch didnt win queen fuck the mexicans ill buy yo house ,0
16173,  yo bitch dont avoid me he wanna spoil me  ,0
16174,  cant be letting them messy hoes mess with yo business,0
16175,  yall save hoes id ratha save paper ,0
16176,  fellas guess what we dont like to be asked why were looking mean its called resting bitch face we just look this w,0
16177,  you bitches are grade a weird,0
16178,  bdubs is packed with beaners ,1
16179,  you got hoes i got niggas,0
16180,  but let a ngga ask a chick to give him some money how yall hoes say it   thats how you make her stay or leave,0
16181,  stevie j playa of the yr tho  aint no playerhe stands solid behind his bullshit and bitches respect that,0
16182,  suck yo momma flappy bird,0
16183,  yall hoes super weakkkkkkkk,0
16184,   when you aint had pussy in a hot minute  omm ,0
16185,   calm down bitch touch my boobs  ill it your dick off  staple it to your forehead since you wanna be a,0
16186,  my timeline right now ravens  ravens  ravens  commercial tweet  ravens  ravens  ravens   some bitch talkin ,0
16187,  dont no nigga want no broke ass bitch  but its crazy how a bitch will do all she can to better a broke ass nigga ,0
16188,  that pussy is never yours its just your turn remember that  ,0
16189,  when your side bitch tries to hug you in public ,0
16190,  niggas talk more than bitches these days let that sink in,0
16191,     get fucked you racist inbred hillbilly fuck,1
16192,  who on gzs defense team is paying media to trash the prosecution constantly ,0
16193,  iggys sextape is prolly gon be trash the nigga she made it with is ugly,0
16194,   thats her fault for not asking before she sent her number tho   dumb bitch,0
16195,   bitch bye    dawg look at this shit  ,0
16196,  big booty  sour face no hair or she a hoe,0
16197,  i cant fuck with sentimental bitches,0
16198,  be a girl with a mind a princess with class  a bitch that doesnt give a fuck ,0
16199,  dont be a bitch dude  easiest way to get your bro to do something,0
16200,  girls hey beautiful bros sup pussy ,0
16201,  lawd twitter will humble the fuck out of a hoe so quick,0
16202,  new orleans is still trash,0
16203,  i only wear weave because i like it  a bitch got hair ,0
16204,  when someone is murdered the police investigate the spouse first and that tells you everything you need to know abo,0
16205,  breaking florida prolife gov rick scott defeats proaboion challenger charlie crist   http,0
16206,  plot twist it takes a lot to cut that bitch off ,0
16207,  pity paies are trash  i dont throw them ,0
16208,  after a long day at work bitch wunna rest her feet on me lol  ,0
16209,  as a fat nigga i aint ever gotten a broad off anything but the content of my character dont no bitches think im sex,0
16210,  pussy httpstco,0
16211,  corny sex being having you wanna kill that bitch right then  there ,0
16212,  im just a average nigguh who chasin his money  dreams while tryin stay out of trouble,0
16213,   ima beat with pussy up like ray rice hit it with a left i dont need a right   http,0
16214,    bum ass bitch u look like a hype thot ass u a hot ready diy ho ,0
16215,   dats how u drop it dum ho ask about me yu jump on my dick ho or reed about me yu cluck ass thot,0
16216,  bitches gone do wat bitches do,0
16217,  errday i take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol,0
16218,  i aint chasin no hoes i got asthma lol,0
16219,  ion feel dese nihhas or bitches,0
16220,  rip blood money shoryy was a rider blew dat at shy glizzy bitch ass in his own city yea yea,0
16221,  this bitch must b from jojo world ,0
16222,  why bitches brag about being crazy like thats cute thats like a nigga bragging about how abusive he is,0
16223,  eddie lacy rookie of the year well deserved the green  yellow bumble bee bekuz if he hit ya its gon stinggreen bay all,0
16224,  pik taken by biebz shout out my nig jereme rogers ,0
16225,  who do bitches take me for ,0
16226,   typical coon activity,1
16227,  if you only star tweets in hopes that you will magically get pussygood luck and keep it up,0
16228,   bye,0
16229,  and i thought i had a problem  ,0
16230,  the mona lisa couldve been a bad bitch ,0
16231,   hippie dressed tumblr bitches smoke a blunt and all of a sudden theyre the most abstract thinkers of,0
16232,  had to charge my ipod fuck the redskins,0
16233,  holy fucking shit why is a game against a third string qb redskins team so gut wrenching,0
16234,  is everyone on the redskins lathered in oil what the fuck,0
16235,  that fucking san francisco game man wish that trash ass garbage team never won i pray that they meet in the fucking,0
16236,  call my son nigger even respectable white ppl will be uncomfoable w you call him thugyou probably can get off w,0
16237,   that bitch cut me off lmfaooooooooooo,0
16238,  juan likes black girls monday  wednesday spanish girls thursday  friday  white bitches on the weekend tbb,0
16239,  why do bitches hate on another bitch relationship ,0
16240,  after bitches get da dick they be dickmatized,0
16241,  oml i never questioned my nigga ab another bitch  if the nigga ever said some shit like that that nigga lied,0
16242,  good pussy takes your mind off the struggles and stresses of everyday life,0
16243,  its a lot easier to let go of a girl if you find out shes been giving the pussy out like goodie bags at a bihday bash,0
16244,  when i say tainted i dont necessarily mean hoe or scandalous it could be a number of things,0
16245,  if you really wanna please your man seeing him pleased gon turn you on but you know bitches aint really what they clai,0
16246,  the weeknds fans are all the same person to me half hoea quaer gothic a quaer hipster,0
16247,    thats what i call the bitch and block if you fuck with someone stay and fight she hit t,0
16248,    the only thing that cunt talked about was me crying about the traffic jam knows nothing abou,0
16249,    trash him for name calling read your shit to me bitch thats all you got,0
16250,    she got the body of a faggot   ,0
16251,  let me make this clear i dont need no fucking body i dont need none of you whack ass hoes too be friend ,0
16252,     why do u think its so hard forhick hop major air time on most stations  when its w,0
16253,  ncs weather is seriously fucken retarded how is it gonna be something today and almost saturday,0
16254,   yesss its that one ooze this nigguh  ,0
16255,  when i make the paper ball into the trash can  ,0
16256,  when you eat food thats too hot and sta breathing like a retarded dragon,0
16257,  kicked the soul outta dis bitch httpstco,0
16258,  amo a esa gente que me odia ,0
16259,  if you love her hide your bitch so you keep shoy,0
16260,  these hoes aint loyal,0
16261,  and if you aint a ho get up out my trap house,0
16262,  project hoes  when bitches get that income tax they do shit like this edshclcjrk,0
16263,  i aint got no problem chicks goin on vacay to the states to be hoes just declare ya aids at the border when ya come back,0
16264,  chill   tweet you dont like bitches wit sho hair ya mentions gon be full of this hak,0
16265,   you a pussy i see yo whiskers,0
16266,  i am a california state assemblywoman but remain a proud    celebrating  weekend ho,0
16267,  females always complaining about some shit niggas aint doing right like bitches dont have flaws,0
16268,  anyone and everyone can have my ex fuck that hoe,0
16269,  lmaoooo   when you break up with your bf and you gotta pull out your old hoe moves like ,0
16270,  sex on date dont mean you a hoe waiting days wont make you a wife cute pics dont mean yall happy having a title d,0
16271,  that guy who youre so into and who is constantly an asshole to you doesnt give a damn about you beyond ur pussy,0
16272,  dyke bitches walk around proud with their pregnant girlfriend like they got her pregnant,0
16273,  eating pussy is dangerous bitches be trying to snap your fucking neck,0
16274,  i need a ride or die bitch ,0
16275,  if that nigga santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,0
16276,  just cause i liked a photo from weeks ago dont mean im stalking you bitch you just dont look as good as you used to,0
16277,  lord help this bitch ,0
16278,  this bitch feet been through years of slavery ,0
16279,  weed louder than a darkskin bitch in the club,0
16280,  well damn girl you a bad bitch now ,0
16281,  when a bitch reads your message but doesnt respond ,0
16282,  im a bitch when im hungry ,0
16283,  i would never be with someone thats afraid to tell niggas and bitches were together i look like a secret fuck outta h,0
16284,   u look like an all black persian rug  with no designs on that bitch and couple nut stains dingy boy,0
16285,  i wish it was appropriate to go around slapping bitches when they say stupid shit,0
16286,  if he cant hear that pussy smacking then it aint wet enough,0
16287,   exes swear they can do better then you see their next bitch  ,0
16288,  pnd vocals so trash lmao,0
16289,  gay girls really do get more pussy than niggas ,0
16290,     and    group condemns vp joe biden offensive reference to shylocks ,0
16291,  a nigga gone be a nigga im sorry  a hoe gone be a hoe regardless ,0
16292,  kanye was like if any of you bitches even think about attacking me in the elevator httpstco,0
16293,  unt really fucking suck this year smh how did they get right back to trash in one season,0
16294,  bpg bitch,0
16295,  iggy got a fat ass but other than the bitch look like a flounder fish,0
16296,  pregnant se cupp classic response to  dem who calls her   with bonus tweets  via,0
16297,   hazel e looks like a bird her and kaep prolly related by nose and shit thats why berg wont ever make her dat bit,0
16298,  free pancake day at ihopside bitches finna finally get a date out a nigga,0
16299,  when a bitch sta looking at bae  ,0
16300,   friendly reminder that you shouldnt try to have sex with birds,0
16301,   me ass hoes   got an iphone but it off ass bitches,0
16302,  a bird doesnt sing because it has an answer it sings because it has a song ,0
16303,  lifes a bitch youve got to go out and kick ass ,0
16304,   when a nigga dont care if you leave its cause he gotta another bitch he was tired of creeping w anyway ,0
16305,  cant no bitch tell me a nigga not mines until she ready to tell me how tf he hers   its levels to this shit  ,0
16306,  proudly a racist u dumb nigger,1
16307,  you dont love her if you keep a couple other hoes on the side,0
16308,   dude last day fuck it walk out that bitch,0
16309,  are trash ,0
16310,  thats what spos are about forget the arrogance  trash talking its about making people feel like they are a pa ,0
16311,  whats going down pussies,0
16312,  oreo being adorable ,0
16313,  if you dont  cat tweets youre just a big pussy,0
16314,  cant treat these hoes like ladies man,0
16315,  knew a bad bitch but she was kinda slow,0
16316,  i heard love dont love you by en vogue at work lastnight  shit groovy as a bitch ,0
16317,  big night at wcvb maha coakleycharlie baker debate here at  bruinsminnesota wild world series game ,0
16318,  ford ford just a fancy name for a fag mobile,0
16319,   i do not love these hoes,0
16320,  jamal is a fool  first he called me a leprechaun then he said my hea cant be blue or purple it gotta be yellow or,0
16321,  you local ass bitch,0
16322,  trash talked by many  hated by some   guess how many fucks i give  its less than one ,0
16323,   id rather be from a rancho then live in ghetto ass urban areas with niggers and nigger impersonators adopting ni,1
16324,       sta crying and stalking him faggot i want to laff,1
16325,    not gonna happen the coward nigger gets lit up he knows it pac has to sign to tmt but why di,1
16326,  lmaooo the cleveland sent drose to hell last night in his own home and this faggot  disappeared,0
16327,  omg october is gonna be the best month ever basic bitch,0
16328,  luv n hip hop checks drying up bitches turning to insurance scams ,0
16329,  if you dont see the connection between legitimizing the queer lifestyle and an increase in stds and sexual deviancy yo ,1
16330,  rise of the planet of the apes ,0
16331,  nah was trash   was so trash dawg,0
16332,  i dont understand how so many americans can hate on obama for saluting with a latte nobody tells these swagfags anything abo,0
16333,   i got nuggets this time bitch ,0
16334,  i told u bout doing that  some niggaz will say and pay anything to get the pussy  must be you,0
16335,  noooo let me tell yall  some bitches in baltimore be ratchetttttt ,0
16336,  derek jeter and the  present paul konerko with a retirement gift watch  ,0
16337,  since  derek jeter multihit games vs  are most among  behind gehrig  ruth an,0
16338,  oveime bitches,0
16339,  hes an idiot   miserable trash excuse for a man ,0
16340,  i want someone i can call my own without another bitch staking claim on him simultaneously,0
16341,  got this bitch at work mad with me bc her ex bitch on my dick ,0
16342,   s    monkey around on set of  video  ,0
16343,   gt tragedy smh   niggas dont know you but will throw di on your name for the pussy you h,1
16344,  every bad bitch comes with mood swings,0
16345,  you suppose to keep your hoes from finding out about each other,0
16346,     yeah they trash q this man capitalized his h tho im takin all ya fans,0
16347,  liam gallagher came to see me perform tonight he said i was a mental cunt thats fucking amazing,0
16348,   there hasnt been a trade this lopsided since babe ruth was traded to the yankees for no no nanette cash,0
16349,  ctfu niggas only call you a bitch when you speaking the truth about em or they dont get they way ,0
16350,  omg hahaha best thing you will watch today milan lucic is a crybaby bitch goon f him and f the bruins httpstcokkpzgl,0
16351,  look at all those fake ass fuck boy ass desperate for a ring ass trash ass fake ass fans out there,0
16352,   coon meat made me ill to even type that racist much ,0
16353,  tori better watchout from her hoesshes gonna get caught up ,0
16354,  i have to pretend like im a cold heaed bitch and cut you off in an instant without a second thought when actually i,0
16355,  call da po po hoe,0
16356,    you aint gon take a pic tho  not scared to im in a japanese steakhouse tho bitch was walking quick,0
16357,  vintage mickey  ,0
16358,  the world wouldn be as fun if hoes didn exist,0
16359,  i sell dope i fuck hoes and make songs bout the shit i rob niggas for they work and dont feel wrong bout the shit,0
16360,  nbc news projects charlie baker wins massachusetts governor ,0
16361,    hoodie is a little bitch when was the last time you heard about hoodies team mike put all hi,0
16362,  no bitch ass chick flick will ever be as sad as this movie ,0
16363,  all i see over instagram alice texas hoes thats so low even for alice,0
16364,  lol my wall of trust is so thick now if im the biggest bitch youve ever met youll know why ,0
16365,  welcome to good burger home of the good burger can i fuck your bitch,0
16366,  we put a redneck in the white house its gonna be the camo house  ,0
16367,   itni bahaduri interviews mein to hamesha marne ko tayyar rehte ho got scared of crackers lol httptc,0
16368,  it aint nothing to cut that bitch off,0
16369,  back in this bitch,0
16370,  this bitch went full on retard ,0
16371,  when i make the paper ball into the trash can ,0
16372,  when your trying to resist the urge to smack a bitch ,0
16373,  breaking charlie crist files emergency motion for a mulligan,0
16374,  youzza bitch,0
16375,  when someones phone goes off in the cinema i want to jump across the seats and fly kick dat bitch,0
16376,  bae means before anything else i always thought it was a ghetto word for babe,0
16377,  ever leave me around your bitch i get her stoned,0
16378,  trying so hard to resist the urge to smack a bitch ,0
16379,  ,0
16380,  they trash   pointless bitches in the club   smfh ,0
16381,  a bitch a get chalked i catch feelings,0
16382,  damn hoes askin niggas do i smoke no bitch u not getting smoked out tonight,0
16383,  if i did smoke i would not be smokin hoes out less they gettin fucked on,0
16384,  if yo hoe choose let her choose fuck her friend or her momma,0
16385,   twitpic your reaction if you find out the love of your life selling pussysold pussy on backpage xzi,0
16386,  s ill take the mic say fuck her right in the pussy ,0
16387,  you got niggas and i got bitches,0
16388,   youre a fucking pussy and no this isnt a joke you girly little bitch,0
16389,  charlie baker about to make his final election eve campaign stop here at swampscott high school   ,0
16390,  congressional hopeful richard tisei stops in at bakers swampscott rally but still no charlie  ,0
16391,  still waiting for charlie baker to take the stage in swampscott  ,0
16392,  slowly moving down the list in bs and hoes  i already know nolan and lamar stock is rising lol,0
16393,  basic bitch staer pack ,0
16394,   cranberry juice niggah   cranberry with vitamin c  youll piss it out,0
16395,   was turnt af last night but  shut that bitch down wit  frfr,0
16396,  dumb bitch,0
16397,    if u aint making music for me to sip henny to u a bitch so maco winnin if he from a island no f,0
16398,  oomfs teeth are quite yellow ,0
16399,  in conclusion lois lerner is a giant bitch,0
16400,  cc rosemary lehmberg    show you how to chug a beer motherfker  ,0
16401,  win  since pile of trash  went to new orleans    ,0
16402,  my favorite shark is megaldon my least favorite is a mud shark they are the worst,0
16403,  you a pussy bitch and i kick your ass in gta but youre chill as fuck and we need that in basketball again,0
16404,  when americans claim  is just a local threat reply you mean just to iraq syria turkey jordan saudi arabia leb,0
16405,  happy bihday bitch  ,0
16406,  charlie rangel rewrites history on gop  think they won the civil war moceubrutf,0
16407,  wipe the cum out of them faggot   contact lens is wildin cant see shit,0
16408,  ready to slay these bitches and im not even half way thew my soak ,0
16409,     this bitch is awesome   this,0
16410,  and rounding out our cnn ebola panel tonight the monkey from the film outbreak,0
16411,   i go on drudge repo every day now hoping to see a story about your tranny army,0
16412,  and shes watchin him with those eyes  and shes makin him linguine  clams with that body i just know it,0
16413,  yes the bird tweets in the morning are lovely but remember what youre hearing is bird cock here get some rock hard bird,0
16414,  this dumb bitch said  no matter what a man says the only way hell truly respect you is if u hold out sex,0
16415,   all black girls are ghetto though,0
16416,  i cant wait till u  ya boyfriend break up that nigga act like he own the pussy,0
16417,   but its some bad bitches on backpage  you might find one of yo followers on there too  ,0
16418,   some of yall hoes so worried about yall eyebrows yall forgot yall had a mustache  lmao,1
16419,  fam   it aint nothin to cut that bitch off  vincent van gogh,0
16420,  thank you to the perkins student section for paicipating in the yellow out we all really appreciated it,0
16421,  apaheid  pedestrian check  show me your freedom papers you darkies,1
16422,  scott walker investigate christies bridgegate perrys drunk monkey dem dagate all men innocent all threats to left,0
16423,  apparently the current hair trend for hollywood bitches is to look like you lost a fight with a weed whacker,0
16424,   yellow card issued for temple,0
16425,  cheating on a good woman is like eating out of the trash instead going out for steak ,0
16426,  kim kardashian had a babyin more impoant news i took out the trash last night,0
16427,  monday whats up you ugly bitch,0
16428,  one mans trash is another mans girlfriend,0
16429,  hearing a bitch tell a story and all u can think is  lie lie ,0
16430,   if ur a sassy ass bitch,0
16431,  are you in london this evening well exiron maiden member tony moor will be busking outside balham train station from ,0
16432,  coming soon on a bitch nigga   ,0
16433,     when dykes hear ladies free before  ,0
16434,  this bitch is fucking insane   what is a sentence that describes you in words,0
16435,   i been getting money i aint worried bout a ho no matter the occasion ima always get the dough  ,0
16436,  shy girls are cute,0
16437,   to chrisbrown for beating up another bitch,0
16438,  this tall goofy bitch just walked in the club sit your britney griner lookin ass down,0
16439,  happy bihday freshman faggots  ,1
16440,   real lilbitch you sho as fuck,0
16441,     he has a date hoe,0
16442,  shout out to the faggots who took a million and one selfies on my phone    ,0
16443,  charlie rangel should apologize to tea pay members ill set up meetings so he can explain his outrageous comments ,0
16444,  got cookies because a bitch ate one,0
16445,  time to go to the studio and make really good music so i can act like i dont know the bitches that flexed on me since,0
16446,  this really how bitches be to lmfao  oclexcsgsp,0
16447,   fix the fucking snipers you retarded piece of shit fucking overpowered as fuck they aim down faster then ,0
16448,  if you snipe youre a fucking faggot i fucking hope all of you snipers get fucking raped and suffer from cancer,1
16449,  zrgrizz should stop paling video games at the age of  fucking stop playing like pussies,0
16450,  if a nigga talkin shit about me an you around sittin there quiet yous a fuckin bitch an i dont fucks with you real wr,0
16451,  this hoe ass ref got hit and fined the fighters,0
16452,   sucha hoe ,0
16453,   when i see a girl wit her nigga i be like bitch bet i can snatch from you but i aint even gone do it lol,0
16454,   on mammas ig aint ready for ma   i got sum bad bitches up ma sleeve boi lol magician ass nigga lmao,0
16455,   she threw me that pussy bt i neva caught it gay,0
16456,        i fuck with all yaw yaw all my nigs,0
16457,  i googled her number and found she was a hoe,0
16458,  i hate when bitches say that aint cute lol did i say i was trynna be cute,0
16459,  only ugly girls can fight pretty bitches have no hands lol,0
16460,  yo niggas would fuck with you broke or not if they really yo niggas you a bitch if you only fuck with yo niggs when they g,0
16461,  i havent had sex in forever  a bitch could send me a  emoji and id catch my nut,0
16462,       so glad charlie agrees with carol and cnn that assaulting girls is ok,0
16463,  schools a bitch,0
16464,  my last bitch was bitch came in da trap tryna vine da dope fuh likesher funeral was days after dat,0
16465,  i never talk to anybody has dinner with family i hate everyone defends people when i call them cunts,0
16466,  fvck friends  fvck hoes,0
16467,  this sam guy is a fucking pussy,0
16468,  yankees offseason plan sign sandoval move arod to first base shoot teixeira and throw his corpse in the east river ,0
16469,  how ghetto girls sta their fights  httpstco,0
16470,  if u say  u r hashtag lying and r probably unhappy w ur life fake bitches lolz,0
16471,  like if youre a bitch own it and be a bitch but just cuz you got some flower emojis in some tweets doesnt mean youre som,0
16472,  i know what color my skin is you can stop with the friendly reminders bitch,0
16473,  when kendrick lamar said i call a bitch a bitch a hoe a hoe a woman a woman i knew he was onto something he was pre,0
16474,  if youre a hoe dont expect princess treatment,0
16475,  my mother be on some trash man  i ask her everyday you need want some money she say naw im good but come payday,0
16476,  woah did this bitch say love ,0
16477,  adorable tiny monkey showering in a sink is the cutest viral video youll see this weekend  http,0
16478,   sheeeeeit you tell me i wana fat bitch that smell like bologna ,0
16479,  fellas take note   eating pussy keeps your lips soft ,0
16480,  i dont fuck wit fake hoes all i touch is jlos,0
16481,    ooooo give this one to the hot pocket hoe ,0
16482,  but yall make the mutual decision to have sex on the first date but shes trash what kind of math,0
16483,  good pussy is like a drug,0
16484,   the power thrust  really in that hoe omg ,0
16485,  insecurities are such a bitch,0
16486,   i already know you trash if being tatted is on the list of things you want in a nigga off top,0
16487,  bastino is my niggah,0
16488,  its annoying when ppl follow to unfollow like bitch i was trying to be considerate ,0
16489,  dont be a faggot cover your mouth when you fkn cough or sneeze i got a immune system to keep strong asshole,1
16490,  wyd hoe bucket  heyyy,0
16491,  her being albino isnt the problem its that gut that hair and that fish net she decided to wear sooo many things wrong w,0
16492,  still wishin all of my old hoes the best,0
16493,   ayo take this pic for me fam you think the bitches gon fuck with this pic dttzplipkm lma,0
16494,  make sure her titties out   bouta take a pic of her laying on me like the side bitches do,0
16495,  word and it dont make u a hoe   its okay to have sex on first date long as the feeling is mutual,0
16496,  just swing  thats why i fucked yo bitch i meanwhat can you say back to that,0
16497,  rick scott vs charlie crist is the worst gubernatorial election in america and its the face of our ugly future ,0
16498,  i text bitches at   make they wish come true ,0
16499,  look at u now u pregnant stupid bitch lol,1
16500,  so tired of yall hoes giving a shout out to yall moma talking bout she aint raise no hoe ,0
16501,  i gota hand fulla brothers trek gang bitch we hustle,0
16502,  i love pussy,0
16503,  bitch youre retarded   men that cook should wear panties too,0
16504,  hoes be mad at you cause your nigga wanted you over her ,0
16505,  who got time to be having dem hoes thats aint wassup no more,0
16506,  i envy bitches with long full eyelashes ,0
16507,  jeff fisher saved by the refs that was karma but the zebras messed with it,0
16508,  bitches be swearing they pussy soooo good  nonsense ,0
16509,  how to get bitches yuoqmghvbf,0
16510,    i got no interest in tall skinny model bitches i like my women with some ass  hips ,0
16511,  that shit could break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,0
16512,  twitters home button is a birdhouse when you join youre an egg the logo is a bird most people dont realize this,0
16513,    you already know they go to fed for me ah bitch be ready to walk out the door ,0
16514,  i didnt sell my pussy for it was  ,0
16515,    all that weave turning you bitches into horses ,0
16516,   these bitches crazzzyyyyyy maaannnnn,0
16517,  i have so many questions about that sex tape i love love love me some mimi and if that thirsty dude releases it hes trash,0
16518,  everybody fckn everybody bitch  everybody with the shit thats life,0
16519,  now when a bitch try to suck the strap thats when she getting kicked out,0
16520,  kim k a hoe because she fucked dudes we see on tv some of you hoes have fucked dudes that dont even got a tv ,0
16521,  either bitches fake gay or fake happy,0
16522,  vin scully once called me a camel jockey ,1
16523,  eat that pussy from the back and slide two fingers in,0
16524,  if that pussy good umma moan when um eating it,0
16525,  kobe calls dwight howard a bitch ass nigga  httpstco,0
16526,  fake eyelashes are okay if they look natural but some of you bitches look like you gonna take flight if you blink too fa,0
16527,  foh    lmao  but i hella skinny so bitches don like me,0
16528,  most of these niggas go broke for these hoes ,0
16529,  check ya bitch,0
16530,  let me tell u funky bitches bout a pimp name c i aint payin for no pussy and my dick aint free,0
16531,  my bitch stfu game strong asf ,0
16532,  i cant wait to see the new planet of the apes,0
16533,  denial is a bitch ,0
16534,  i just dont see the point in permanently ruining the chance of hitting the pussy again just for laughs giggles and s,0
16535,  its always the singles hoes who claim they aint talking or fucking nobody who mysteriously pop up pregnant,0
16536,  man i would be happy as a fat bitch in chipotle if atlanta get clowney its gone cost to go get him and ill be happy w,0
16537,  so damn sick of that damn lie smfh girls look like iphones when they jeans come off bitch stop lying,0
16538,  twitter was fye when niggas used to go in on trending topics its just recycled tweets and hoes screaming they want loy,0
16539,            angry birds    ,0
16540,  lol rahshauna has hoes,0
16541,   i got some lightskin pussy one time and the bitch damn near had me bout to propose had some i had to immediately,0
16542,  ill break a bitch down like the pussy she is,1
16543,  waka gone kill dat hoe lol,0
16544,  if you going to fuck on camera at least be a freak not a boring year ol lady what they got this hoe under granny porn,0
16545,  these bitches be sending shots but be missing me ian been  yet you cant be dissing me,0
16546,   haha oreo lol well i gota do dees video for his dance soon i can show you how to use equipment and that x,0
16547,  throw it up like a pizza get stirring in that pussy like a feature   ,0
16548,  bitch mcconnell has been a year parasite and we can not afford him any longer  vote ,0
16549,  all the money in the world couldnt get you a real bitch ,0
16550,  hate when bitches be havin that big gap in they boobs  shit look ooberly childish ,0
16551,  no thanx im on a diet     i love salad  anyway fuck you hoes eat a salad,0
16552,  i got hoes i got hella hoes,0
16553,  hahahaha   when her pussy better than you expected it to be ,0
16554,  i cannot be worried bout no bitch,0
16555,     how ghetto girls pronounce there names i could cry right now oh my god httpstcozycuodiwkz,0
16556,  city bitches    httpstco,0
16557,  treat good girls like a queen and treat hoes like garbage,0
16558,  if my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,0
16559,  my dick is called abusive cat owner because it always beats the pussy up,0
16560,  my dick is called batman because bitches love it when my dark knight rises,0
16561,  my dick is called cute relationship because its what all bitches really want,0
16562,  my dick is called eggo because bitches never wanna leggo my eggo,0
16563,  my dick is called eggo because bitches never want to leggo my eggo,0
16564,  my dick is called taco bell because bitches love it in their mouths but hate it in their ass,0
16565,  what lonely hoe made this ,0
16566,  my dick is called nintendo caridge because bitches blow it before they stick it in,0
16567,  my dick is called offensive joke because some bitches get hu when it goes too far,0
16568,  after ya girl walks in ya crib and has hoes for ya niggas ,0
16569,  you hoes need to stop dressing yall kids as migos and rappers that yall fucked lil nigga just wanted to be a power ran,1
16570,  bitches be  acting  throwing the pussy like they  turning up  like they  but cant pass algebra ,0
16571,  chris brown reached maximum level of icy with this hoe ,0
16572,  boats and hoes,0
16573,    its a sleepover can i come robe only if that bitch silk ,0
16574,  nick young says that close to  woh of money watches sneakers and clothes were stolen from his house last nig,0
16575,  shout out to the bitches thinking their boyfriend is loyal because every time you check their phone it says  inbox ,0
16576,   two bad bitches giving me head at the same dam time  lol  aww,0
16577,   bitch u been addicted to this for years lmaoo,0
16578,  who is she ill fight her bestie   then this bitch in my class wanna copy my homework off blackboard disc,0
16579,  when a bitch comment on my nigga pic like u so fine i  em thirst buckets back and be like thanks,0
16580,   only bitch round here is the one i tweet ,0
16581,  we all need to be awarethats there is alot more going on in this world than yall flagrant asses care to know abo,0
16582,   we found your brother charlie out working on the dishes today   ,0
16583,  this just in yankees p michael pineda is ejected from game after substance found on his neck  http,0
16584,  winston connects with greene on the slant across the middle for the score ball game is tied ,0
16585,  bizarre spos week in cle  win a game that felt like a lossfailed exbrowns qbs duel each other and  lose ho,0
16586,   if your team is trash,0
16587,  buckwheat and porky ,0
16588,  palmer to fitzgerald  touchdown yard slant gives arizona the  lead plays yds,0
16589,   adam henrique cleans up the trash in front of the net tying the game for the  with  left in regulation ,0
16590,  u bitches could neva get him to buy all dem snacks fuk wit me,0
16591,  heres how your suggestion plays out  racist ha those niggers stopped callin each other nigga the end,1
16592,  stop gassing up these regular ass bitches,0
16593,  wow the stupid nigger in lebron really came out there,1
16594,  almost forgot posing as an old brawd wont get you pussy needle dick beat it  ,0
16595,  kill whitey,1
16596,  jets bills and dolphins all win how does sole possession of last place feel mr belichick,0
16597,   gave themselves when the bakers took pay cuts that killed the twinkie tell the fucking truth for once,0
16598,  these fine bitches are prolly poopin and flat ironing they hair to no flex zone right now,0
16599,  charlie rangel  things we believe in are spiritual damn things ,0
16600,  i remember playing the halo episodes with  the pussy finished all chapters without me fuck him,0
16601,  fuck a nigga and a bitch,0
16602,   if you like bmth adtr ptv ymas sws atl omm aa miw btf wcar mcr afi pe bvb wim bc ss cte nsn gd watic aa bfmv fob f,0
16603,  if a bitch say im ugly she a hatingmad jealous bitch,0
16604,   i want a blunt pizza and pussy,0
16605,   must not realize how much  games mean to all of us hillbillies the  play games a year sh,0
16606,  niggas talk more than bitches these days,1
16607,  fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble ,0
16608,  this is how you honor native americans     ,0
16609,  phat pussy is the best pussy ,0
16610,  some bitches be praying for the day you leave your nigga,0
16611,  hunter hu helmsley   cut the imaginary height shit most of the women tweeting about it sleep alone every nig,0
16612,   so jus dont be faithful cus u never kno what your bitch doing lmao,0
16613,       he busted a bitch n rolled stop sign hahahaha,0
16614,  i give a shoutout to these bitches bc they hustlas too ,0
16615,  bitch u boutta drown tryna be a hoe   twitpic a no bra selfie showing nipples ,0
16616,  do dykes date other dykes or is that shit gay to yall,0
